Phrase,Sentiment
as any ` comedy ',2
from Burkina Faso,3
Green,2
tediously bad,2
to discern if this is a crazy work of disturbed genius or merely 90 minutes of post-adolescent Electra rebellion,1
the perspective it offers,2
tracks,2
that demand four hankies,2
no small part thanks to Lau,2
's the man that makes the clothes,2
The Full Monty,2
the team,2
'' looked like,2
a contest to see who can out-bad-act the other,0
's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,4
the dreams,2
The kid 's,2
overall vibe,2
"a cinematic car wreck ,",0
in getting under the skin of her characters,3
", Burns gets caught up in the rush of slapstick thoroughfare .",2
tawdry kicks,2
"a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth",3
bow,2
go but down,1
that it 's a crime movie made by someone who obviously knows nothing about crime,1
his supple understanding of the role,3
second installment,2
"quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time",3
to do it,2
wildly uneven,2
of a raindrop,3
either of those movies,3
full consciousness,2
a reading from Bartlett 's Familiar Quotations,2
with titles,2
The best thing I can say about this film is that I ca n't wait to see what the director does next .,4
genuine love story,4
"of why human beings long for what they do n't have , and how this gets us in trouble",2
A decidedly mixed bag .,2
acting on the Yiddish stage,2
turns his character into what is basically an anti-Harry Potter,2
win any Academy Awards,3
evoke any sort of naturalism on the set,3
An exhausting family drama about a porcelain empire,1
founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off,2
", like I already mentioned ... it 's Robert Duvall !",3
successful one,3
"from its promenade of barely clad bodies in Myrtle Beach , S.C.",2
way too full of itself,1
is consistently amusing and engrossing,4
A smart,4
without becoming one itself,2
alternately fascinating and frustrating documentary,3
has a screenplay written by Antwone Fisher based on the book by Antwone Fisher,2
the annoyance,1
"stare and sniffle , respectively",2
", lecherous",1
to address his own World War II experience in his signature style,3
"This is a very ambitious project for a fairly inexperienced filmmaker , but",3
", Lifetime Channel-style anthology",2
"When the fire burns out , we 've only come face-to-face with a couple dragons",1
do n't really do the era justice,2
of two directors,2
on a dead dog,2
has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels,1
only imaginable,2
all the grandiosity,2
flick that scalds like acid,0
of ideas and wry comic mayhem,2
respective,2
childlike dimness and a handful of quirks,2
resorts,2
to construct a real story this time,2
incredibly outlandish,2
a community-college advertisement,1
a cinematic misdemeanor,2
DVD rental,2
"Explosions , jokes , and",2
of the crimes,2
as invulnerable as its trademark villain,2
the movie around them,2
Roger Mitchell,2
Simply a re-hash of the other seven films .,1
by surprise,2
"depressing , ruthlessly pained and depraved",0
to find the oddest places to dwell,2
know or,2
of material,2
stale cliches,2
crash 'em,1
"Kids five and up will be delighted with the fast , funny , and even touching story .",4
feel the screenwriter at every moment ` Tap,3
pill,2
woefully hackneyed movie,1
practically every expectation either a longtime Tolkien fan or a movie-going neophyte,3
", it still comes off as a touching , transcendent love story .",4
typical Majid Majidi shoe-loving,2
its impacts upon the relationships of the survivors,2
of a stray barrel,2
What we get ...,2
"is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb",0
"could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .",3
perfectly executed and,3
"Massoud 's story is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .",2
to show the gentle and humane side of Middle Eastern world politics,3
the Battle Bots,3
feels like a streetwise McLaughlin Group ...,2
"her appear foolish and shallow rather than , as was more likely ,",1
with tremendous promise,3
's too good for this sucker .,2
A low-key labor of love that strikes a very resonant chord .,3
"is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",0
"the glorious , gaudy benefit of much stock footage of Those Days ,",3
old flame,2
that have marked an emerging Indian American cinema,2
's why Sex and Lucia is so alluring .,3
educate,2
"leers ,",1
their humor,2
a nice coffee table book,3
"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .",3
true and historically significant,4
see Robin Williams and psycho killer,2
are particularly engaging or articulate,2
how to develop them,2
The entire cast,2
"Peralta 's mythmaking could have used some informed , adult hindsight .",2
why not,2
more interesting --,3
"The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .",0
Rifkin 's,2
"Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",3
of all things insipid,2
Deserves a place of honor next to Nanook,3
13 months and,2
indignant,1
straight-ahead standards,2
", Hart 's War has much to recommend it , even if the top-billed Willis is not the most impressive player .",3
Ver Wiel 's desperate attempt,2
yourself praying for a quick resolution,0
is about grief,1
Haynes ',2
tearing `,2
P.O.W.,2
Vietnam and the city,2
", magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .",4
gone the same way,2
tries to be much more,2
"though he only scratches the surface , at least he provides a strong itch to explore more .",3
typifies,2
of racial profiling Hollywood style,2
works - mostly due to its superior cast of characters,3
writing partner Laurence Coriat,2
with very little story or character,1
a thing that already knows it 's won,3
bank robberies,2
a film -- full of life and small delights -- that has all the wiggling energy of young kitten,4
by Friel,2
"By the time you reach the finale , you 're likely wondering why you 've been watching all this strutting and posturing .",0
really rather special,4
to withstand pain,2
"-RRB- tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end",2
of themes that interest Attal and Gainsbourg,2
elevate it to a superior crime movie,2
deeply out of place in what could have,1
Randolph Hearst,2
"a subtlety that makes the silly , over-the-top coda especially disappointing",1
"A terrific B movie -- in fact , the best in recent memory",4
", improbable romantic comedy",2
crass and,2
queasy-stomached,1
cut your teeth in the film industry,2
named Dirty Dick,2
42 minutes,2
his start,2
IMAX trip,3
worthy of her considerable talents,3
of Don Simpson,2
is a plodding mess .,1
`` hi,2
goofiness and,2
"if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic",2
A plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,0
In the book-on-tape market,2
the first,2
the tinny self-righteousness of his voice,1
one more,2
"allowing us to find the small , human moments , and",3
"a particularly slanted , gay s\/m fantasy",1
a tribute,3
unexplainable,1
like running out screaming,1
car wreck,1
manners about a brainy prep-school kid with a Mrs. Robinson complex,2
where nothing 's happening,1
but it 's hard not to be a sucker for its charms,2
know how to suffer ' and if you see this film you 'll know too,1
"A miraculous movie , I 'm Going Home is so slight ,",4
to revitalize what is and always has been remarkable about clung-to traditions,3
one of the movies you 'd want to watch if you only had a week to live,4
mediocre collection,2
of decent material,2
more likely to induce sleep than fright,0
Sade '',2
Reeks,1
"From its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , Martin is a masterfully conducted work .",3
restored,2
like a bottom-feeder sequel in the Escape From New York series,0
